uuid,Name,Sensitivity,Sensitivity2,Impedance,acoustic_design,type
51676397-6a0d-49a8-845f-131ef1b3bd54,Dunu DK-3001,134.39,115.34,12.43,Closed,iem
55ebe0c0-c7b0-408a-a409-d4776e79f7be,Dunu DK-3001 Pro,133.75,117.02,21.22,Closed,iem
981973b9-5c8d-4399-a12e-77322bcdab73,Dunu DK-4001,131.22,115.63,27.59,Closed,iem
4bd107bb-01a1-4f36-9274-87ade28ea99e,Dunu DM-480,126.98,109.66,18.56,Closed,iem
e296fb2c-4380-4c1c-9ca5-23839e57e7e5,Dunu DN-1000,124.93,104.14,8.35,Closed,iem
a4dccab9-3133-42c2-b1ba-027bfefddb97,Dunu DN-12,121.08,103.27,16.54,Closed,iem
67532d41-6024-46cf-82ca-c7b94dbc961d,Dunu DN-2000,132.85,114.33,14.07,Closed,iem
25f8594a-e7ef-4392-bc18-3da18d3864e5,Dunu DN-2002,133.46,111.21,5.95,Closed,iem
97c48acb-6015-4308-8dfe-c5e0baa5984d,Dunu DN-26M,132.34,114.86,17.88,Closed,iem
7375ba38-2e7b-4bd8-a3a9-0fb8d208ee6e,Dunu DN-900,130.99,112.51,14.19,Closed,iem
1377d37a-9b2e-45f5-a337-f0587df632ad,Dunu Falcon-C,129.54,111.6,16.06,Closed,iem
467301ad-ba88-4244-9f32-7475c20e06cf,Dunu Hephaes (DN-16),128.46,110.85,17.32,Closed,iem
c3a51dd3-3cc5-406a-913e-54cda5038443,Dunu Landmine (DN-23),132.0,114.24,16.76,Closed,iem
84ab7154-e76e-4187-842f-5884bb4335da,Dunu Titan 1es,122.87,105.31,17.53,Closed,iem
dbfd0ae8-fccd-46a2-b2b5-912c546fa70b,Dunu Titan 3,130.59,112.8,16.63,Closed,iem
77945786-ae37-4add-a061-1e24c4e0a133,Dunu Titan 5,128.24,113.42,32.96,Closed,iem
49e8bc50-9829-49a4-8f2e-274b4b159c5d,Dunu Titan 6,132.88,115.12,16.77,Closed,iem
3e879e35-ee76-48e7-9af0-d19959ed4df3,Earsonics ES3,129.96,111.26,13.5,Closed,iem
b0f72dea-8ad2-4841-b227-13afc87a59bd,Earsonics S-EM6 V2,127.29,106.88,9.12,Closed,iem
d4ef7bae-9599-40c5-b115-8c82d7f3621c,Earsonics SM3v2,131.09,117.67,45.45,Closed,iem
0bb6993f-0a57-48e6-b5d0-862d9ca2d63e,Earsonics SM64,122.11,109.35,53.08,Closed,iem
0f217d5f-0962-4e89-8b75-9febcbd772ce,Earsonics Velvet 0,127.49,109.25,15.01,Closed,iem
2f5d678d-a74b-47a4-b2fb-8d19b4afa27e,Earsonics Velvet 100,125.64,109.19,22.65,Closed,iem
a7102c92-cc30-49bc-9ec8-ed8dea7b437b,Earsonics Velvet 50,125.81,108.63,19.11,Closed,iem
717c33fa-fe01-4c10-9efe-ed556254ba1f,Echo TDS 16,107.49,89.67,16.5,Semi-open,earpad
7f00a76a-dd15-4ae6-b331-c214e7bd1656,EDO Flat,102.97,88.85,38.65,Open,full
23992f4f-2840-482b-9813-a7a2e7a69d63,EDO Harman,104.79,91.26,44.31,Open,full
5892d08c-ecff-47d6-9b5f-810e653b2f38,Elecom EHP CL430,117.69,103.87,41.46,Closed,full
786bd4f6-616d-473e-bf45-b0e146ca8922,Elecom EHP-BS100,128.91,117.14,66.46,Closed,iem
fab72b79-f9d9-4405-a370-5f7ea4ee3efb,Electronica TDS-3,112.93,94.19,13.37,Closed,full
a9c8e4e8-9803-446f-b155-9ffbdf364329,Electronica TDS-5m Cushions of Technics RP-DJ1210,102.09,91.07,79.17,Semi-open,full
d74c763c-ba0b-4425-9e21-7201c79b3e14,Electronica TDS-5m Original cushions,100.41,89.39,79.17,Semi-open,earpad
7a54bed9-084d-40b9-8459-702e75659650,Empire Ears ESR MKll,137.71,115.2,5.62,Closed,iem
8b106ba5-8427-44f3-bf72-6a649f31946b,Empire Ears Hero,132.95,113.44,11.2,Closed,iem
dc7e59dd-c323-4074-98a1-72b9aec91baa,Empire Ears Legend Evo,133.0,109.97,4.98,Closed,iem
49511011-10fc-48dd-8954-bf848c81e9e9,Empire Ears Legend X,128.23,109.52,13.45,Closed,iem
363fc80c-12a8-4c08-b66a-7556f52994d7,Empire Ears Odin,135.44,110.2,2.99,Closed,iem
5f2b8853-0e05-4e8c-8a24-d0b755f2cedb,Empire Ears Valkyrie MKll,129.01,106.04,5.05,Closed,iem
602945db-b8fe-4818-82e4-6faec2d1f689,Enigma Acoustics & Lotoo Dharma D200,125.01,109.81,30.24,Closed,iem
56113ab8-2611-42f7-ae42-b1c8c680cc9e,Erzetich Mania,108.98,98.08,81.21,Open,full
430e4753-0d0f-4634-8041-4c9cd4ee1bcb,Erzetich Phobos Default,112.08,98.73,46.21,Open,full
f88afce5-4ec7-4391-9afd-c84bdd0a333a,Erzetich Phobos Gap Sealed,112.41,99.06,46.21,Open,full
2f1be2bb-2a06-4014-abe8-61dbf3dea89f,Etymotic ER-4PT 1x pads,124.25,109.66,34.8,Closed,iem
4720e12e-769c-4c74-8f31-6ad5b455b55a,Etymotic ER-4PT 2x pads,126.82,112.24,34.8,Closed,iem
fdf6e321-945b-46d4-945d-48e07e635358,Etymotic ER-4PT 3x pads,127.84,113.25,34.8,Closed,iem
4e3eafea-ff8e-4b9b-ba79-1b5df2f2c5cf,Etymotic ER-4PT Cable 47 ohm,121.79,109.17,54.73,Closed,iem
45263da1-9243-4684-9580-69a12dc1be63,Etymotic ER-4S 1x pads,118.77,109.09,107.76,Closed,iem
3249e4d7-2636-4c75-8d51-afd74b712bbc,Etymotic ER-4S 3x pads,120.28,110.6,107.76,Closed,iem
5984b428-0872-4393-a5ef-a0b026684e00,Etymotic ER2XR,123.13,105.05,15.56,Closed,iem
c406c85c-af89-47c4-a4a9-0b9b4a6f2a41,Etymotic HD5,107.16,100.24,203.21,Closed,iem
477ed4c3-5b5e-4e7d-8fd0-e0e935fa15d8,Etymotic mc3,125.97,108.09,16.29,Closed,iem
b29ba644-9da4-4371-96ed-9e14667dab29,Fearless Audio ACME Classic,132.54,114.79,16.78,Closed,iem
5c9a0a47-2c4a-434b-ad70-f44f4cef163f,Fearless Audio ACME8,135.41,116.28,12.22,Closed,iem
39bcbb2f-88d7-4a97-93eb-526f5873f576,Fearless Audio HyperS12,133.51,114.96,13.96,Closed,iem
75e8aa7d-ba4a-48be-985f-60855fb813be,Fearless Audio S10 Genie,134.79,116.3,14.16,Closed,iem
1a080404-5bfc-41d2-b583-c6982e3cf14b,Fearless Audio S4,139.57,121.48,15.51,Closed,iem
502f7b5a-179e-4367-bde4-546683a0a0cc,Fearless Audio S5 HiFi,138.26,119.0,11.85,Closed,iem
f99a0d73-fb4e-4167-8cea-d4b0e3ff9fac,Fearless Audio S5 Turbo,134.74,118.63,24.45,Closed,iem
27e46a78-f9c9-4236-b3de-1674f0b0e9ae,Fearless Audio S6P,137.45,120.98,22.57,Closed,iem
e6ed4629-98bf-498a-bb7b-9ebcc68069a7,Fearless Audio S6R,141.67,121.73,10.13,Closed,iem
95074b9d-21be-4045-9ecf-882529d29cc6,Fearless Audio S8F Freedom,141.34,120.77,8.77,Closed,iem
88eae890-b260-411e-b792-3f83218537b5,Fearless Audio S8P,141.57,121.39,9.6,Closed,iem
3d75e052-3041-4458-9b3c-5e890d39ec10,Fearless Audio S8Z,137.23,118.24,12.61,Closed,iem
214abee1-2d27-44cc-9b1c-f8ed134b92da,Fearless Audio Y2K-G10,135.42,118.39,19.81,Closed,iem
88870691-f501-4599-a08a-c354c06ae040,Felix Audio Headphones,120.08,102.57,17.74,Open,full
6902b1c9-7580-4b54-a7ba-d77dc16ce398,Ferrari Cavallino T350,101.78,91.8,100.37,Closed,full
9df9c518-65d1-4cec-af20-06c19af7bffb,Ferrari r100i,128.79,111.06,16.87,Closed,iem
2a70defd-cc47-4281-8ed0-27474088f179,Fidue A31s,129.42,112.72,21.35,Closed,iem
62ee9a02-9972-426a-9b45-2d1df8335304,Fidue A83,133.69,113.77,10.17,Closed,iem
48f39cd0-dd6a-477e-af13-913c694c4e4a,FIIL IICON,117.94,103.0,32.1,Closed,full
39085a02-ee5b-4ed1-bb03-afddf2d18e82,FiiO F1,130.37,112.12,14.98,Closed,iem
60fa73bc-9c74-430b-870e-cc6ccb8723d0,FiiO F3,128.5,114.24,37.5,Closed,iem
fc816d22-545f-4a1e-ad9b-5bee37e349dc,FiiO F5 Wired Connection,124.72,109.76,31.92,Closed,iem
281db313-0cdf-4a08-801f-c1f5f8c35425,FiiO F9,126.94,110.54,22.92,Closed,iem
b2711734-02dd-4a4e-b158-3b8df9242ae2,FiiO F9 PRO,127.24,110.79,22.67,Closed,iem
8ad266f8-b683-4d79-9a99-9111cc8ec2ea,FiiO FA7,133.25,116.82,22.78,Closed,iem
42cdf929-1540-4406-a99e-f7a4ecda329e,FiiO FD5,132.25,117.47,33.33,Closed,iem
6027e40d-a6f6-412c-a5c6-a87f78ccc27f,FiiO FH1s,126.96,110.9,24.75,Closed,iem
a7b9f5b8-59fe-47a9-984f-430079534117,FiiO FH5,136.34,118.13,15.11,Closed,iem
e4337f2e-b007-485b-b71d-40923e808690,FiiO FH9,131.78,114.26,17.7,Closed,iem
d9e9ea40-bca2-4d3e-97fd-7ec96f60e6fc,Final Audio Design Adagio III,126.79,109.32,17.92,Closed,iem
5fa53aae-9919-4d75-96f4-e47e2e0a4608,Final Audio Design Adagio V,125.95,108.36,17.42,Closed,iem
04015b5a-d16a-4121-9034-8364af7c0a1b,Final Audio Design F4100 Deep,126.73,114.87,65.19,Closed,iem
ba9e38d0-afde-46c3-83b7-4e2869f67a8a,Final Audio Design F4100 Deep Foam,127.64,115.78,65.19,Closed,iem
df000937-1e7b-4cf3-8c28-11d94278c450,Final Audio Design F4100 Default,124.87,113.01,65.19,Closed,iem
2163a89f-ed44-4fd4-bb43-a20501ad3c4b,Final Audio Design Heaven IV,134.07,115.5,13.91,Closed,iem
259fd421-14d0-41bc-96cf-5563c5c1bd4f,Final Audio Design Heaven S,134.63,116.14,14.16,Closed,iem
94c2781a-51e0-45f4-9899-7933b2cd9b24,Final Audio Design MURAMASA VIII,114.48,95.08,11.48,Closed,full
ef25498e-543a-47bf-b1af-54f52d08d48e,Final Audio Design Piano Forte IX,127.9,110.58,18.52,Closed,iem
d4852e4a-292d-403b-89a3-8a16406292e4,Final Audio Design Piano Forte VIII,128.61,111.24,18.34,Closed,iem
3c5cb221-08d7-44f1-bafb-7987535f9439,Final Audio Design Piano Forte X,130.0,112.74,18.77,Closed,iem
6f063f82-c5f2-4157-bb8e-4327fd1d8cd9,Fischer Audio Bellicoso,125.46,107.56,16.23,Closed,iem
2f4e149e-c01d-4501-a0d4-e26132aabd30,Fischer Audio Bullets 6mm,126.33,108.57,16.77,Closed,iem
2d1b047a-5e39-414e-b7bf-b65bd5201933,Fischer Audio Coda,117.56,103.5,39.2,Closed,full
106d7ec4-986d-4091-b02f-2f3cb66d596e,Fischer Audio Con Brio,121.53,107.51,39.69,Closed,earpad
0be52dd4-7005-459b-a1ef-6501f907c063,Fischer Audio Con Fuoco,118.78,105.1,42.91,Closed,earpad
d2770f8f-1cfb-4f98-b703-3e3e09ebfa2b,Fischer Audio Con Moto,116.45,102.27,38.19,Closed,earpad
923ce72e-b757-4983-abc7-c69f621aca7e,Fischer Audio Consonance,131.12,113.76,18.37,Closed,iem
2fa890e9-c4c5-4f88-afbd-5df728f30a14,Fischer Audio Consonance Mini,126.48,109.26,18.96,Closed,iem
7e31918e-f7ee-4488-b891-fee146d19a97,Fischer Audio Consonance v.2,126.79,108.85,16.07,Closed,iem
6b60cab8-1a3a-415f-950a-5fdcd7b0af58,Fischer Audio DBA-02,126.33,112.04,37.19,Closed,iem
8aa4da7e-0f20-490d-a64e-ec8a4d12c06b,Fischer Audio Dubliz,122.87,107.49,28.99,Closed,iem
c288bd7a-8c82-4c24-9851-46375966e83a,Fischer Audio Epsilon,130.6,113.33,18.76,Closed,iem
b83698ab-dae7-4a4e-bd4d-df10f0f43192,Fischer Audio Equilibrium V2,120.81,102.42,14.47,Closed,iem
a69b11f0-7dff-4ef9-b8c9-9ec748497a24,Fischer Audio Eterna v2,130.84,113.9,20.23,Closed,iem
d9793ef5-ad4d-49ec-ace2-df9cdd995730,Fischer Audio FA-002,117.37,105.9,71.24,Open,full
e00bf87c-245b-41f4-85be-67a986d26583,Fischer Audio FA-002w Amphitheater 3x,116.55,105.08,71.39,Closed,full
6b130255-b802-4a66-938c-588b75b53781,Fischer Audio FA-003,114.41,102.92,70.94,Closed,full
d67ab3f8-cc14-43d0-84a2-b753a8460b6e,Fischer Audio FA-003 Ti Kennerton Cup,117.44,105.88,69.85,Closed,full
b6608658-b92e-40fd-b377-44b14deb874f,Fischer Audio FA-004,114.33,99.41,32.18,Closed,full
56e7ddba-5df5-48e8-acd4-8bb11a63b66d,Fischer Audio FA-005 Fubric Cushions,120.15,104.54,27.49,Closed,full
a69feab0-5ade-457c-b89d-17427482c08b,Fischer Audio FA-005 Leather cushions,120.8,105.19,27.49,Closed,full
76bbb33a-f6ad-4388-aa96-8b31a4126ca7,Fischer Audio FA-006,117.45,106.6,82.21,Closed,full
1ac0d299-66fd-4dea-a081-13e587a53f97,Fischer Audio FA-010 0,118.93,104.46,35.71,Closed,full
9436ac22-32d0-4128-8796-1b6832bb336b,Fischer Audio FA-010 1,119.72,105.25,35.71,Closed,full
fe8725a3-dc48-4a11-b5c1-ef92f304c6a3,Fischer Audio FA-010 2,118.63,104.16,35.71,Closed,full
cc3fc01b-1c3d-44ac-9fbe-4911475e92fd,Fischer Audio FA-011,105.69,96.59,123.31,Open,full
00e28ae2-ad85-4efa-8723-ed4e2484968f,Fischer Audio FA-768,123.11,105.2,16.19,Closed,iem
ff925aae-04b1-4d38-8fbe-14f928fb1e70,Fischer Audio FA-968 Soul,132.34,117.33,31.6,Closed,iem
17fd57fc-ba86-46be-a641-a4bce2ac59e4,Fischer Audio FA-977 Jazz,132.08,114.84,18.89,Closed,iem
8dc4134f-9a4c-4d18-8c4e-4eccbdf22df3,Fischer Audio FE-201RC Wow,124.85,107.06,16.61,Closed,iem
42c9037b-6fac-4d13-b596-b8812d39279a,Fischer Audio FE-211 Blue Ribbon,125.17,107.58,17.39,Closed,iem
b3e18526-350c-468a-b0b4-50f3eb239a57,Fischer Audio FE-301 Omega Ace,131.35,113.88,17.91,Closed,iem
734d12cd-4850-46ff-a207-f7dc1911609b,Fischer Audio FE-351 Omega Twin,130.12,109.87,9.44,Closed,earpad
369c9e1d-6bd0-4fca-80a5-900e444be040,Fischer Audio FE-501 Dubliz Gunmetal,126.32,111.25,31.14,Closed,iem
5c5651ee-db1b-4516-941f-1407cde01115,Fischer Audio FE-511 Dubliz Enchanced,125.61,110.62,31.72,Closed,iem
9390871c-b106-4d62-8a41-925636b354bc,Fischer Audio Hyperion,113.09,98.93,38.39,Semi-open,full
8c8aae45-5c63-47d7-9b96-f27e1f74713c,Fischer Audio iCon,127.37,112.28,30.93,Closed,iem
4018b11f-1478-4dc0-a777-d5cb653be7e2,Fischer Audio Inspiration,120.97,106.34,34.44,Closed,earpad
32f9d175-5b2e-4c8a-bb67-b69bdd1b46f4,Fischer Audio Jubilate 64 Fabric cushions,116.12,105.14,79.81,Closed,full
6a96cd93-985a-4bb6-a25d-2e54a6cc9e90,Fischer Audio Jubilate 64 Leather cushions,116.68,105.7,79.81,Closed,full
61638f70-ae39-4df1-8957-d4d0b3ad218c,Fischer Audio Leggiero,129.76,111.92,16.43,Closed,iem
9500a001-15ae-4091-8167-9d40770656b0,Fischer Audio Lyra,119.15,104.49,34.24,Closed,earpad
43de2feb-fd3e-49e4-9660-95a65bf55605,Fischer Audio M12s,112.2,97.34,32.7,Open,full
e5ff589f-1f22-4bf5-8448-3bd75cdd3f67,Fischer Audio M12s V2,114.56,99.57,31.71,Closed,full
11eaf60f-2b34-4eb0-af3d-34ca8dbeb0c6,Fischer Audio Oberon,114.16,100.39,42.0,Closed,full
9fe5bba4-0a51-44c3-90e6-6dac29b5e915,Fischer Audio Oldskool 33 1/3,118.3,109.02,117.96,Closed,earpad
b0cdee51-9dc1-4ce1-b76f-ebff363437b8,Fischer Audio Oldskool 70,120.02,105.75,37.41,Open,earpad
c04ae559-5a38-46e5-9592-f5e789314305,Fischer Audio Oso,124.23,106.47,16.77,Closed,iem
5fb03130-6e3f-4148-9e0c-bf4ccabf720b,Fischer Audio Paradigm v.2,125.68,107.8,16.3,Closed,iem
1d3a741a-76ac-42cb-9ae4-167266c1330b,Fischer Audio Saturn,120.47,107.01,45.08,Closed,full
b4e0988a-89f5-45dc-b4de-51244b040641,Fischer Audio SBA-03,132.04,118.4,43.22,Closed,iem
95a353ca-56a5-49e2-ba85-f649fa077095,Fischer Audio SBA-03 (refreshed),133.45,120.05,45.78,Closed,iem
1deea6f7-fb6e-4c9f-b9f0-0bb0d3a2786d,Fischer Audio Spiritoso,127.34,109.77,17.5,Closed,iem
9290ce45-0472-4d69-8a0a-bc2241330ff1,Fischer Audio Titan,115.53,104.04,71.0,Open,full
71cf60df-c2ea-437f-ab12-ca7eb53b51d7,Fischer Audio TS-9002,128.56,110.35,15.12,Closed,iem
c86ef144-6261-43a7-98a4-6821d1f3d2bb,Fischer Audio TS-9005,122.24,104.18,15.62,Closed,iem
fce2079e-d9ca-4c64-85a9-c11882f796c4,Fischer Audio Wasp,127.0,109.28,16.9,Closed,iem
82c61bf4-9ea8-45c5-b687-74dcbba98993,Fischer Audio Winzig,126.5,109.31,19.12,Closed,iem
db5d86b4-0660-425f-b804-d922d0f9d2c9,Fischer Audio X-02,123.02,109.64,45.96,Closed,full
b59ae08f-3094-4c65-8dcc-9bebdc802231,Fischer Audio X01,124.83,111.17,43.07,Closed,earpad
19ed5d0b-76e2-4b03-a005-56a4acaf9ac0,FitEar 334,137.03,121.89,30.62,Closed,iem
9f02fb4c-e377-4e63-8964-7ddb812a0ee7,FitEar 335 DW,135.3,121.79,44.54,Closed,iem
fec6de5c-fd36-4042-b31a-677c467222d0,Flares Gold Cone Tips,120.43,102.83,17.39,Semi-open,iem
1f1e4672-fdd7-4e70-80c2-1adbe849a79c,Flares Gold Ordinary Tips,121.19,103.59,17.39,Semi-open,iem
84e4d645-28ff-45f8-9318-b6ea1759fa52,FLC 8d Black,132.19,113.38,13.15,Closed,iem
b158445e-30c2-4d62-b60b-7a8d05507293,FLC 8d Blue,129.36,110.55,13.15,Closed,iem
ee31ec35-89d7-4d05-b7c7-c16b6e6312b4,FLC 8d Gold,132.49,113.68,13.15,Closed,iem
e2af1126-08bc-44c5-83f7-6a785258bdca,FLC 8D Gold filter,133.32,113.79,11.15,Closed,iem
3891bd4f-bfea-4dc0-a531-39daa6069d54,FLC 8d Green,132.37,113.56,13.15,Closed,iem
d802d3ca-3102-4420-a5a8-14709171ba1a,FLC 8N Black Black Clear,130.87,111.61,11.87,Closed,iem
936f4c13-5145-4cd2-a014-7786ac81cc71,FLC 8N Black Black Red,131.64,112.39,11.87,Closed,iem
86263a40-a279-4f94-8f91-8613a6693cd5,FLC 8N Black Clear-Gray,129.83,110.58,11.87,Closed,iem
0f4d37df-5862-44ce-890c-e1bdbf6c4f5f,FLC 8N Black Gray Gray,130.61,111.35,11.87,Closed,iem
39637a2c-581b-4acc-89ac-e5cbe680e151,FLC 8N Blue Gray Gray,129.23,109.97,11.87,Closed,iem
3d6f5237-5f17-4d42-9505-3aabc7412617,FLC 8N Gold Gray Gray,131.07,111.82,11.87,Closed,iem
92eb025a-9005-49af-83ed-d87027189024,FLC 8N Green Gray Gray,131.54,112.29,11.87,Closed,iem
55224a2a-b10b-4e5d-8b67-95a93c2e68b5,FLC 8P,131.44,111.7,10.62,Closed,iem
bfa6a487-d946-49bc-8f68-170860df6a98,FLC 8S Black Black Clear,131.01,111.71,11.75,Closed,iem
6cba0f47-3202-4635-a334-cbd83b361f8c,FLC 8S Black Black Gray,131.67,112.37,11.75,Closed,iem
0f32e732-cf02-4302-aa3e-1297582f3f6b,FLC 8S Black Black Red,130.89,111.59,11.75,Closed,iem
4f034974-217e-47cc-b133-5325dd39323c,FLC 8S Black Clear Gray,131.24,111.94,11.75,Closed,iem
57331112-2d03-4f18-b708-5292208998db,FLC 8S Black Gray Gray,130.21,110.91,11.75,Closed,iem
3476edac-e2a5-43c6-8416-6260cc11f60c,FLC 8S Blue Gray Gray,127.76,108.46,11.75,Closed,iem
32e8d2b1-55e9-4972-8817-e1c5c963e890,FLC 8S Gold Gray Gray,129.62,110.32,11.75,Closed,iem
379dbd0b-3fc0-42e5-9bec-5fcde8c89c77,FLC 8S Green Gray Gray,130.13,110.83,11.75,Closed,iem
8fc895d3-b0e7-49d8-b8e9-3c2537868e42,Fluid Audio Focus,119.22,104.32,32.38,Closed,full
642407b5-da6a-4a21-af69-bbb5ed81948c,Focal Clear,110.55,100.12,90.6,Open,full
c90834ef-1d06-44d2-b8e3-5ff1bc56b11b,Focal Elear,113.57,104.17,115.0,Open,full
ae272376-2de7-4a52-82bc-9a4bcd7aa1b6,Focal Elegia,117.29,100.25,19.77,Closed,full
4600c877-e712-48be-a8f1-3f4c4af1acb3,Focal Listen,118.86,103.42,28.59,Closed,full
527e4560-15fc-44e7-93b4-e43f7cb9097a,Focal Sphear,126.11,108.46,17.2,Closed,iem
179c4c63-0866-4889-8477-2fe71e64f583,Focal Spirit One,127.95,113.47,35.6,Closed,full
36cdde63-c559-418d-8863-17eb13f2f4a7,Focal Spirit Professional,115.64,100.83,33.08,Closed,full
e4643aa9-9339-45a1-a257-1e0a7e9ddaaf,Focal Stellia,117.99,103.85,38.53,Closed,full
240512c6-215c-47a7-bc2d-e790bf745230,Focal Utopia,113.6,104.57,124.94,Open,full
d8c89c14-3877-498d-a342-46f42ffd6061,Fonge S500,123.18,107.24,25.43,Closed,iem
d64db980-3554-476e-8b7a-ebe0ed34ad82,Fostex T20 (Vintage),93.89,81.36,55.86,Semi-open,earpad
0ea25171-f51c-4bbb-8df6-56e3e46effc8,Fostex T20RP MK3,105.62,93.12,56.16,Open,full
040649a5-cad4-4e58-a705-4d93bfbecb48,Fostex T20RP mkII,107.21,94.65,55.49,Semi-open,full
88440b63-05b6-4655-80cc-1c2a1e9bde54,Fostex T40RP MK3,107.81,94.87,50.83,Closed,full
2f02b69c-8215-4715-9979-d31ded4846c3,Fostex T40RP mkII,107.32,94.58,53.3,Closed,full
163d3ddd-8464-4ce8-baf0-6acc7c029339,Fostex T40RP mkII mod,105.11,92.03,49.14,Semi-open,full
712e1df4-ae18-4837-868e-674c12a436e9,Fostex T5,112.03,98.81,47.64,Closed,earpad
d722cbbc-1aa7-4453-a858-7cd31a950067,Fostex T50RP Audeze cushions,98.43,85.71,53.42,Closed,full
93fe810e-99de-42fa-bc9a-d69394c792a7,Fostex T50RP MK3,101.99,89.29,53.64,Semi-open,full
f8252126-c023-4ce4-afaa-6793680599e4,Fostex T50RP mod,97.79,84.93,51.71,Closed,full
403e9857-6590-487d-b612-401ed8bf80a7,Fostex T50RP Original,107.02,94.28,53.21,Semi-open,full
9b7c2368-f32e-404b-b2f7-4f1773a69d81,Fostex T60RP,104.42,91.54,51.45,Semi-open,full
f9e8a9c1-7ed9-429c-bf79-4c0059f09539,Fostex T7,114.24,103.58,85.86,Closed,earpad
8c7745c0-db91-4ce6-884a-d7d81c560bbb,Fostex TE-02n,123.62,109.7,40.56,Closed,iem
24eecd04-a387-47ef-81e9-d2c07a0c29f8,Fostex TH 900,111.9,96.15,26.61,Closed,full
7c48c962-6a1c-4861-b7cc-2e4faabbf489,Fostex TH-900 MK2 AT Pads,118.49,102.45,24.91,Closed,full
6d2f00df-c343-48bc-8d68-3eb5de99663c,Fostex TH-900 MK2 Default Pads,116.56,100.52,24.91,Closed,full
b4ba4ac5-a216-4faf-b866-69a35ff9ddcc,Fostex TH-900 MK2 Sapphire Blue,118.37,102.5,25.84,Closed,full
b4da276f-51d3-404d-955d-788cfc4db8dd,Fostex TH-X00,116.0,99.87,24.39,Closed,full
0589c418-b24f-436a-8ede-85baf388a837,Fostex TH610 Natural pressure,117.81,101.58,23.84,Closed,full
57f92b8b-e28e-4329-b35d-3130653a356c,Fostex TH610 Tight pressure,118.32,102.09,23.84,Closed,full
f302c19b-9d5c-4a73-b602-a56d41480665,Fostex TH909,118.47,102.46,25.04,Open,full
204f4d8e-d819-4803-afb9-27b1e7b3b5fa,Fostex TM2 Wire connection,126.34,108.48,16.39,Closed,iem
f5c014b5-6c21-48c0-b1af-68f2d2534dac,Fostex TR-70,108.75,103.29,284.56,Open,full
02970e01-e88c-4ac6-ab1e-e46e9ded3bf8,GAL MP10,132.6,117.57,31.39,Closed,iem
37593ad3-8798-465d-a3b8-dde374d92c8b,Gerkules HDP DJ-Adv G501,111.78,97.33,35.89,Closed,full
6e398bcf-53b3-426b-a0e0-e0e5dc26920a,Gerkules HDP DJ-M40.1,113.28,98.99,37.24,Closed,full
9dc11284-3b14-4d7b-9ba4-c4582946e698,Gerkules HDP DJ-PRO M1001,111.21,96.73,35.62,Closed,full
e476fbbe-4b5f-4070-af95-c3be5996fca1,German Maestro GMP 240,102.74,92.94,104.53,Open,full
b469a46a-ac3a-40c4-9aab-d0467a19829e,German Maestro GMP 250,103.21,93.57,108.61,Closed,full
26978f89-340d-4ed6-b138-7c986aa7286a,German Maestro GMP 400,103.55,98.22,293.36,Open,full
e350b7c3-b5c9-4e47-8c09-aadb4202ac62,German Maestro GMP 450 pro,106.25,100.98,297.2,Closed,full
8eb33250-76cc-40de-8e17-02ef805496d8,German Maestro GMP 8.300 D,105.09,99.91,303.58,Closed,full
eec541a1-90ea-4db8-a2ad-487a7b1e7d74,German Maestro GMP 8.35 D,119.27,106.12,48.44,Closed,full
b0d188a9-1827-4c33-bdd6-97acd833aa0b,Gold Planar GL20 Closed,118.87,101.77,19.53,Closed,iem
3fee59dd-385f-4894-8071-ada14506b491,Gold Planar GL20 Open,122.6,105.5,19.53,Open,iem
474ca55b-40c0-49bc-a5db-7616d922eec3,Grado eGrado,117.79,103.75,39.51,Open,earpad
f18a5249-f41c-4432-9276-c6fb1505fc4d,Grado GH3 Limited Edition,117.05,104.18,51.63,Open,earpad
ea359c41-be46-4fc5-9cf8-8e1c923657cf,Grado GH4 Limited Edition,118.51,105.92,55.14,Open,earpad
e2171353-f9d6-4fcb-bc3f-62034e0f4a08,Grado GR 10,132.78,118.38,36.37,Closed,iem
e84551af-7fa4-455a-8475-aa2565d4da7b,Grado GR 10e,130.11,115.74,36.62,Closed,iem
47551acc-a1fc-46f5-bc25-1180ab508597,Grado GR 8,127.31,118.24,123.92,Closed,iem
5c205844-033c-4190-b1f7-b64faf628ebd,Grado GR8e,132.28,117.77,35.39,Closed,iem
183ebe2b-65d5-461a-aed3-97dfaab49ca3,Grado GS 1000e,110.76,96.35,36.22,Open,full
c47e3677-5866-44ce-b5ee-30d1ded0aed5,Grado GS 2000e,115.52,102.57,50.75,Open,full
0e0eb611-2a8b-4258-91b0-f1f74803995b,Grado GS 3000e,114.13,100.88,47.31,Open,full
85c06685-f33b-4c8c-a7ea-8aa5cee19f1a,Grado GS1000i,107.3,92.97,36.84,Open,full
7c658719-adfb-4922-81a2-0d3e25c2573f,Grado GW100 Wireless Wire connection,116.81,102.88,40.46,Open,earpad
c55d6a2f-ed6e-4852-bd3e-a4fd5821a9d3,Grado iGe,130.11,114.36,26.64,Closed,iem
23d745cc-d985-46d5-8c4d-c133e54be878,Grado iGi,130.66,114.78,25.86,Closed,iem
56692098-d163-4213-8a49-be993e1b8b15,Grado iGrado,111.71,97.07,34.34,Open,earpad
ac9cf681-8059-402e-9929-88737a939bd9,Grado PS 1000,108.74,94.16,34.84,Open,full
