uuid,Name,Sensitivity,Sensitivity2,Impedance,acoustic_design,type
928abeee-861f-46d7-b59c-302985ff525d,AuGlamour R8,124.76,107.12,17.22,Closed,iem
465fbc28-3437-4f8a-afb3-93f17cda9e74,Axelvox HD 241,113.95,99.26,33.96,Semi-open,full
ee278f0d-6e3e-457b-899c-1649738cc13c,Axelvox HD 242,114.47,102.18,59.1,Semi-open,full
810899c0-89ee-4c0c-be72-a8464d8a1f39,Axelvox HD 271,112.95,98.22,33.66,Closed,full
d0c6b017-1f57-4ff4-aeb9-2d51605401b6,Axelvox HD 272,109.6,97.51,61.8,Closed,full
d6611e88-544d-45d7-89dc-6ab897c4f473,Axelvox HD 990,109.96,101.71,149.74,Semi-open,full
01b03789-5798-444e-937d-687774f55900,Bang & Olufsen Beoplay H4 2nd Generation Wire connection,112.47,95.57,20.44,Closed,full
d40c3eec-9374-4274-8af8-b17edd168fb8,Bang & Olufsen BeoPlay H8i Wire connection,116.44,102.3,38.51,Closed,earpad
d062db4b-f616-44fa-a8e2-b5104cd6b173,Bang & Olufsen BeoPlay H8i Wire connection Power On Noise Cancelation Off,116.04,117.56,1417.11,Closed,earpad
b8f942f7-8c52-4802-ba46-cf2abf004009,Bang & Olufsen BeoPlay H8i Wire connection Power On Noise Cancelation On,116.43,117.94,1417.11,Closed,earpad
e7ccb923-f7a2-4e62-9b8c-7ca5413b54ab,Bang & Olufsen BeoPlay H9 3rd Generation Wire connection Power Off,114.74,99.2,27.92,Closed,full
53ec9e8e-d89b-4ea2-8d16-301295e996bd,Bang & Olufsen BeoPlay H9 3rd Generation Wire connection Power On Noise Cancelation Off,115.69,115.74,1012.67,Closed,full
06636e26-0be0-480f-a9cc-b55a9b36bd68,Bang & Olufsen BeoPlay H9 3rd Generation Wire connection Power On Noise Cancelation On,115.65,115.71,1015.29,Closed,full
5e49bd25-65ab-49ca-aebe-9bf82fc28d33,Beats Dr.Dre Fake Pro,116.43,100.01,22.8,Closed,full
26609535-e2d5-49e0-949a-0053b352fa8c,Beats Dr.Dre Fake Solo with ControlTalk Headphones Fake,106.96,92.38,34.82,Closed,earpad
d92ff7e1-0757-4be4-a0e6-01b7fab791ec,Beats Dr.Dre Fake Tour,112.48,97.92,34.99,Closed,iem
ea78bfad-f001-4df3-821c-931f8951aaa2,Beats Dr.Dre Fake UrBeats,132.17,114.56,17.32,Closed,iem
fdaff0e7-aa5e-4df0-97d4-8b5601fab6ff,Beats Dr.Dre Pro,118.41,101.3,19.46,Closed,full
4d1dc378-486a-49c2-bd80-2ce55b42c99e,Beats Dr.Dre Tour,127.62,109.66,15.98,Closed,iem
8e75bb5d-afc9-4bd2-8e65-93d48ed81e29,Beats Dr.Dre UrBeats,129.71,112.26,18.01,Closed,iem
c4ebe13c-e6f1-422a-bcff-937f2844b1c0,Behringer BB 560m Wired Connection,107.72,98.78,127.86,Closed,full
0f6f78ff-bb0c-418f-ac78-a91c4e887d2b,Behringer HC 2000,116.27,101.82,35.92,Closed,full
ec87f1ba-cb99-4bb1-bc94-2716428b7ebe,Behringer HLC 660m,114.68,106.88,166.29,Closed,full
6279af74-f656-4d58-8006-657cb7d4a95b,Behringer HPM1100,115.87,101.05,32.95,Closed,full
11ae2529-6a6e-407d-9620-97fe6702ac88,Beyerdynamic Amiron Home,110.7,96.78,40.54,Open,full
a3663b0c-dc75-44b1-b634-2b7d3e9a4865,Beyerdynamic Aventho Wired,121.92,107.56,36.72,Closed,earpad
733c6201-f8dc-4a9d-a1ca-61cec556aed9,Beyerdynamic Custom One Pro (worn ear pads),115.53,98.77,21.12,Closed,full
ff4417ba-c04a-4d12-8e02-01f391b79ed2,Beyerdynamic Custom One Pro Step 1,117.65,100.38,18.76,Closed,full
5b671b2d-ee0e-4670-888f-8074c51be073,Beyerdynamic Custom One Pro Step 2,116.85,99.6,18.82,Closed,full
c725a111-ed23-4176-a228-712633964b55,Beyerdynamic Custom One Pro Step 3,117.17,99.93,18.88,Closed,full
11d766a8-ed31-42d3-a13e-2e1ce9795bfd,Beyerdynamic Custom One Pro Step 4,117.74,100.52,18.95,Closed,full
c9462019-47f7-4357-9e16-8d1076f9cba0,Beyerdynamic Custom Street Step 1,120.58,107.13,45.14,Closed,earpad
ebf200da-c4ac-447a-af40-9a806a5dd2d6,Beyerdynamic Custom Street Step 2,120.46,107.0,45.09,Closed,earpad
b8b35364-69dd-4541-97ce-44c22d24ca3e,Beyerdynamic Custom Street Step 3,120.69,107.25,45.23,Closed,earpad
e4650d91-969f-4a24-8793-71d16ab50df3,Beyerdynamic DT 150 250 ohm,104.9,99.37,280.25,Closed,full
0c04618c-ebeb-4c98-8fdc-5b4c2b971d17,Beyerdynamic DT 1770 Pro,111.19,106.21,318.19,Closed,full
baa2b2a9-a4a7-40e3-a9f1-d4a1e56c3df4,Beyerdynamic DT 231 PRO,105.63,91.09,35.15,Closed,full
600dfc6f-c29f-492f-ac5c-17fc0d973a50,Beyerdynamic DT 235,113.28,98.76,35.3,Closed,earpad
a1fa2110-794c-418b-b8de-fadedaa8227a,Beyerdynamic DT 240 Pro,117.68,104.26,45.59,Closed,full
675bf2d9-f2c6-42a8-a302-0d6a26254853,Beyerdynamic DT 250 80 ohm,109.37,98.98,91.42,Closed,full
df9ac102-ff30-4288-81fe-284c1425bb89,Beyerdynamic DT 250 250 ohm,107.48,101.43,247.98,Closed,full
bdfe5fbb-3439-4485-a83f-37e722b7594c,Beyerdynamic DT 250 250 ohm Mod,109.33,103.11,239.06,Closed,full
d55ef4fc-13af-41c8-83b5-206bcbeca4bc,Beyerdynamic DT 440,112.16,97.47,33.99,Open,full
6a14e96f-439f-4fbb-aaac-530882cd951a,Beyerdynamic DT 48 E 200 ohm,106.22,99.23,200.2,Closed,full
18db8b5f-1a44-4779-8988-8a04bf4200bd,Beyerdynamic DT 60 PRO SC,120.8,103.21,17.41,Closed,iem
0f5b6c22-cbc0-4728-97d8-71049074bceb,Beyerdynamic DT 660,113.73,100.05,42.83,Closed,full
cea1c5b6-d802-4f17-aad3-13830ae9e714,Beyerdynamic DT 660 mk 2,93.12,90.67,568.82,Closed,full
cf88ccee-4e83-4799-8043-da8e34c6245a,Beyerdynamic DT 770 600 ohm,99.04,96.61,571.01,Closed,full
0321df66-0f5d-4a74-a532-7b04e1f2791d,Beyerdynamic DT 770 32 ohm,109.88,95.04,32.87,Closed,full
26c88f64-fe79-438e-bff0-f8d78c4defe8,Beyerdynamic DT 770 Pro 250 ohm,100.45,94.51,254.57,Closed,full
b38264cc-5478-461c-b059-d66d8c5eee5c,Beyerdynamic DT 770 Pro 32 ohm,111.23,96.85,36.48,Closed,full
aa529a3b-6fea-4bed-b446-0f4f58634dc8,Beyerdynamic DT 770 Pro 32 ohm LE,110.01,95.35,34.14,Closed,full
2b49fe9c-e96d-4f21-a5fc-5e730a506413,Beyerdynamic DT 770 PRO 80 ohm,106.58,96.28,93.4,Closed,full
d49db612-5953-49aa-8f23-40ef87b923a8,Beyerdynamic DT 797,105.36,99.51,259.58,Closed,full
ac66f9e7-cbc3-4e3e-b513-78f0634e5be1,Beyerdynamic DT 831,110.83,106.25,347.78,Semi-open,full
0b607d3e-c93f-42fb-a36a-bf3679b4f213,Beyerdynamic DT 860,119.6,106.01,43.69,Open,full
f0ca6edc-affc-4d51-97cf-9cdd8796c81d,Beyerdynamic DT 880 250 ohm Modded,106.55,101.06,282.53,Semi-open,full
d2153435-6a6e-4d68-8c13-6ddbd0ac05ab,Beyerdynamic DT 880 Pro Default,101.53,95.56,253.09,Semi-open,full
bcb909c2-be8f-4003-a51f-678a9ee38169,Beyerdynamic DT 911,111.75,106.5,298.24,Open,full
0c8c92ae-d461-4176-8109-fb0ab127265a,Beyerdynamic DT 931,112.16,107.32,327.72,Semi-open,full
31d65293-e6c3-4ea0-b07c-f68f62bb09ef,Beyerdynamic DT 990 600 ohm,99.81,98.0,658.98,Open,full
f9b76aa7-b24d-45e2-831f-cf0f13c10d79,Beyerdynamic DT 990 Pro 250 ohm Default,99.14,93.42,267.61,Open,full
73906aaa-830b-4410-833c-6dd60edf00fd,Beyerdynamic DT 990 PRO 250 ohm Old Cushions,111.69,105.96,267.02,Open,full
5c07a11a-ab88-4288-94ba-55a5996d9b85,Beyerdynamic DT1350,119.78,109.12,85.86,Closed,earpad
d0d4e098-9f9a-46e7-90e0-f62ca501ab48,Beyerdynamic DT880 Black Special Edition,104.12,98.38,266.79,Closed,full
bb516de2-ea1f-46aa-b80a-d1ad2e765743,Beyerdynamic DT880 Black Special Edition Silver Pads,97.97,92.23,266.79,Semi-open,full
19ff39a1-9d27-4880-8580-ed93cb1683ae,Beyerdynamic DTX 101 iE,123.55,104.89,13.63,Closed,iem
d9c05a59-babf-4df4-963f-a34adc2c3f91,Beyerdynamic DTX 300 p,110.58,96.28,37.09,Closed,earpad
c394b158-97fb-4237-9ffe-d2be2cfd8f53,Beyerdynamic DTX 350,117.41,102.89,35.3,Closed,earpad
ba5da2ec-41d2-4ac3-b521-b75962acfa3b,Beyerdynamic DTX 71 iE,129.7,112.01,17.05,Closed,iem
3e839e09-b778-4b18-ab8c-4d80e642727d,Beyerdynamic DTX 710,116.53,102.25,37.29,Open,full
0f691e66-db8d-4afd-8615-1a2b0bb3a2a5,Beyerdynamic DTX 910,115.26,101.0,37.5,Open,full
60b385df-2be8-4b22-9a95-fcfcacdc58a5,Beyerdynamic DX 120,120.25,106.9,46.27,Closed,iem
3f5cb539-54c4-41cd-bb33-6fb105a94a05,Beyerdynamic DX 160,120.14,106.88,47.2,Closed,iem
bea8b7b9-a4d5-40da-a457-c81648d21a41,Beyerdynamic T 70,111.17,106.69,356.5,Closed,full
a007e8f8-6772-42cc-997d-72a66f50ba1a,Beyerdynamic T1 Tesla II,103.47,102.07,725.24,Semi-open,full
83754900-d38c-442a-a11c-4b20bcaa5524,Beyerdynamic T5p,117.89,104.03,41.09,Closed,full
f9632dbe-40ea-408c-bfbd-e265b34ca206,Beyerdynamic T90,103.88,99.96,405.94,Open,full
0e80bdc9-6e95-4261-aba8-b0290f33c9eb,BGVP DH3 Off-Off,135.78,114.89,8.15,Closed,iem
57cc731c-1d69-4356-a7e8-069b2ad96bec,BGVP DH3 Off-On,135.76,114.88,8.17,Closed,iem
258bd003-022b-4a68-847f-cb993a7fbe1c,BGVP DH3 On-Off,137.15,115.67,7.11,Closed,iem
ba42d2ef-16c9-4b9a-8c47-82f6bca8a8e3,BGVP DH3 On-On,137.14,115.71,7.19,Closed,iem
352fb2b9-c90b-4659-a047-f83824c15dff,BGVP DM6,136.87,122.96,40.71,Closed,iem
b59b7d7a-f12a-4052-8254-b50bf320a2d4,BGVP DM7,137.97,119.83,15.37,Closed,iem
90b4524a-d376-491c-9b66-881b4cafc3ac,BGVP DM8,127.63,112.83,33.11,Closed,iem
9f6a1c46-3375-462c-8ef5-b1ba9f7a1dd0,BGVP DMG,129.72,112.89,20.77,Closed,iem
6bfe3ca6-c4ba-4186-9a7b-0fb0e1360a85,BGVP DMS,133.78,114.58,12.02,Closed,iem
c94b2e82-48f2-47c8-b248-595b303a3bcb,BGVP DS1 Pro,128.9,110.74,15.31,Closed,iem
dbad2582-38f2-4e06-b4ab-d34928a1dff9,BGVP HIFI ArtMagic VG4 Off-Off-Off,131.47,115.1,23.08,Closed,iem
471df2bd-ddee-4a90-b35e-eebcbadb7ffc,BGVP HIFI ArtMagic VG4 Off-Off-On,133.29,116.26,19.81,Closed,iem
f33827b9-4bce-4c57-a026-f320d714264a,BGVP HIFI ArtMagic VG4 Off-On-Off,131.32,114.83,22.45,Closed,iem
81253dbd-d473-49ce-a0e2-d50e2f7d3f15,BGVP HIFI ArtMagic VG4 On-Off-Off,131.56,115.16,22.88,Closed,iem
e6b431d7-adaa-4fe1-9f16-81c7a09fa850,BGVP HIFI ArtMagic VG4 On-On-Off,131.48,114.96,22.27,Closed,iem
7726db94-c912-4a99-9d61-2c0d4605da24,BGVP HIFI ArtMagic VG4 On-On-On,133.3,116.13,19.17,Closed,iem
f140a58a-29cd-4643-9b5c-d1abf5fdc2c3,BGVP NS9 Grey,130.01,113.69,23.36,Closed,iem
b771a6ae-083b-444a-a707-c1a62fec20a3,BGVP NS9 Red,129.66,113.34,23.36,Closed,iem
16719781-7b9f-4766-8a84-d8c728d4252f,BGVP NS9 Silver,129.88,113.56,23.36,Closed,iem
94081706-0904-4301-a9da-9464f9ec7505,BGVP Q2 Wire connection,129.36,111.27,15.52,Closed,iem
08501eb9-e720-4a9d-b27c-d4123e81a2b4,BGVP VG4 Off-Off-Off,136.17,118.28,16.27,Closed,iem
ede14a42-dcbb-495f-b574-87691a7e80ac,BGVP VG4 Off-Off-On,139.58,119.99,11.0,Closed,iem
fa41ea26-ba76-4559-9528-48b5d73a71c4,BGVP VG4 Off-On-Off,136.01,118.09,16.13,Closed,iem
d661b916-2449-42e3-8434-ae10fd415cb1,BGVP VG4 Off-On-On,139.27,119.67,10.97,Closed,iem
42a431ec-ba07-4799-9bfa-af96a05c6128,BGVP VG4 On-Off-Off,136.18,118.26,16.14,Closed,iem
0dfdd093-38c0-4a82-a055-25b2a44a3edb,BGVP VG4 On-Off-On,139.64,119.97,10.8,Closed,iem
bd2ba71f-f4fa-4f4a-9f31-7a800ccb8416,BGVP VG4 On-On-Off,135.78,117.81,15.98,Closed,iem
15bc82fe-2f04-412a-b539-6cc621dfc6c9,BGVP VG4 On-On-On,139.26,119.65,10.95,Closed,iem
8aae1fd8-6f93-48c4-bea2-e4e284ef61b7,BGVP Zero,131.32,113.38,16.05,Closed,iem
50e00c93-8d0b-4917-b5f0-d37d5544b517,BlackBerry WS-510,127.68,109.76,16.13,Closed,iem
1f643cd0-a747-43d8-9590-cd80a1b04682,Bose AE,118.88,104.88,39.84,Closed,full
4cc8c59c-ecb3-47a7-ad3f-beadb7cf3cc0,Bose AE2,116.98,102.62,36.61,Closed,full
a3651281-7b41-407f-9487-bcb4c80fbabb,Bose IE2,125.87,112.33,44.24,Closed,iem
0e7fa4f5-3ed4-41ee-b826-556ec8abc2eb,Bose Noise Cancelling 700 UC Wire,98.3,92.39,256.44,Closed,full
70980e8a-ed4b-43d8-962f-62e4ecc1a8bc,Bose Noise Cancelling Headphones 700 Wire connection,112.7,100.48,60.05,Closed,full
dd717ac8-f7c5-48b1-89af-71b70a51f249,Bose Noise Cancelling Headphones 700 Wire connection Noise Cancelation 0,111.67,108.25,455.39,Closed,full
c7f17622-30b5-4b08-80c4-b3e40301c58b,Bose Noise Cancelling Headphones 700 Wire connection Noise Cancelation 10,111.76,108.34,455.39,Closed,full
227a1057-aefe-4b0f-8645-8603fa5eb557,Bose Noise Cancelling Headphones 700 Wire connection Noise Cancelation 5,111.65,108.23,455.39,Closed,full
1080682d-968b-495d-b52e-659d1c8f1b8e,Bose On-ear headphones,118.87,103.01,25.94,Closed,full
f43f43ca-6473-45e1-9202-83742309ed93,Bose QuietComfort 20 Noise Cancelation Off,116.41,107.21,120.21,Closed,iem
0bd275d1-6614-430c-8d57-3646a1bee451,Bose QuietComfort 20 Noise Cancelation On,117.71,121.18,2220.42,Closed,iem
90ae2e35-fc9b-401a-8003-4c555dbf15b9,Bose QuietComfort 35 II Wire connection Noise Cancelation Off,112.72,100.18,55.61,Closed,full
c38e05e1-3211-402c-bfcb-9f0742cf675c,Bose QuietComfort 35 II Wire connection Noise Cancelation On,111.32,108.0,465.35,Closed,full
f018de01-cd9e-4841-8e64-86e9865607a8,Bose QuietComfort 35 Off,112.6,100.27,58.46,Closed,full
45478d67-77af-4ad6-b179-f774713c607d,Bose QuietComfort 35 On,112.77,100.44,58.46,Closed,full
a8c923f8-a426-4887-84a1-c8467923ca62,Bose Soundlink Around-Ear Wireless II Wire connection,116.96,102.84,38.69,Closed,full
63e712a3-8fc8-44c7-ab85-814dbdc13f05,Bose SoundTrue Around-Ear,113.54,100.15,45.87,Closed,full
aa75ede2-29b3-4dcb-9ee6-a7202cb39eab,Bose SoundTrue Around-Ear Headphones,117.3,103.03,37.44,Closed,full
72a202d9-9a39-4b73-946f-c325cead3076,Bose TriPort ie,123.65,106.52,19.35,Open,iem
0d8dc18f-62d2-4718-a284-a35b54744e4f,BOSS BA-PC15,125.58,108.09,17.8,Closed,iem
732b0d24-5136-44b7-b7b1-bec8a3ed0b05,Bowers & Wilkins P3,113.47,99.14,36.87,Closed,earpad
eba11248-3e6b-442f-9f9d-d322a4aebfe1,Bowers & Wilkins P5,113.1,97.43,27.13,Closed,earpad
ee625fd8-652b-437e-9271-be06ec618054,Bowers & Wilkins P5 MK2,119.71,103.54,24.12,Closed,earpad
93e0b3d8-74a7-45a9-80ea-bf68ffeac7bd,Bowers & Wilkins P7,116.65,100.31,23.21,Closed,full
7e6d5550-4dc2-4cf1-b873-2a0ffd0c0e23,Bowers & Wilkins PX Wire,124.48,122.79,677.72,Closed,full
95a8eee5-f800-4ab8-8fa4-e13ad4ea29dc,Bowers & Wilkins PX5 Wire connection Noise Cancelation Auto,114.19,119.73,3576.93,Closed,earpad
2e855e13-2544-4329-b12e-ebf19efb72ee,Bowers & Wilkins PX5 Wire connection Noise Cancelation Hi,114.18,119.71,3576.93,Closed,earpad
cbd15877-8f0d-4c05-adeb-7b7adec1384d,Bowers & Wilkins PX5 Wire connection Noise Cancelation Off,114.15,119.69,3576.93,Closed,earpad
8ee4d11d-8ee9-4294-bde4-facb727379d9,Bowers & Wilkins PX7 Wire connection Amp Off,110.5,113.74,2108.0,Closed,full
e4e20a9b-40bb-4453-b184-9971a8175a7d,Bowers & Wilkins PX7 Wire connection Noise Cancelation Auto,110.65,113.89,2108.0,Closed,full
91157cf1-1ec9-4b31-b5ff-7e5aef084a7e,Bowers & Wilkins PX7 Wire connection Noise Cancelation Hi,110.52,113.76,2108.0,Closed,full
d1da6466-7b5b-41ba-8053-e351f5d8f030,Bowers & Wilkins PX7 Wire connection Noise Cancelation Off,110.67,113.91,2108.0,Closed,full
7d9abf71-8d68-4e52-8da5-6c82a3543099,BQEYZ BQ3,128.64,111.95,21.42,Closed,iem
6a603d20-bc08-4d98-8283-099f185d6bd2,BQEYZ K1,130.57,112.08,14.17,Closed,iem
adc07d3d-7ed5-471f-aafc-21eb224a49a2,BQEYZ KB100,130.64,112.12,14.07,Closed,iem
403c050e-d32e-4b41-8290-01bb28bc1809,BQEYZ Spring 1,125.66,111.14,35.31,Closed,iem
ad3103c3-bd77-4f61-864d-4db35758dfd6,BQEYZ Spring 2,130.83,115.15,27.06,Closed,iem
c5f2b1cc-1fdc-42bb-a53b-2aa0fc84f1d1,Brainwavz HM2,124.13,107.73,22.9,Closed,full
93e673d5-bb85-4904-885f-9e7e040b7831,Brainwavz HM3,116.86,102.13,33.66,Closed,full
ab91713b-b323-4f4c-83c2-8a1eb9aa868d,Brainwavz S1,128.69,110.95,16.81,Closed,iem
028f6eed-5016-4b63-a194-326212fdf665,C.E.C. HP-53,114.9,101.64,47.16,Closed,earpad
1c3246b0-cb0f-4b74-8202-f2c74c18fc3c,Campfire Audio Andromeda,141.54,120.98,8.79,Closed,iem
685bec78-b7de-4c99-85af-6560ce92a0e4,Campfire Audio Andromeda 2020,143.06,122.47,8.74,Closed,iem
63735ef0-f9cb-4358-af65-fda804f3dff1,Campfire Audio Andromeda Gold,143.11,119.88,4.75,Closed,iem
b3a68705-40f7-4e90-b2c8-ae07a0c4569a,Campfire Audio Andromeda Limited Edition,144.47,123.82,8.6,Closed,iem
60d77531-9dd9-4bbd-bc64-6fffa028d021,Campfire Audio Andromeda S,144.51,123.92,8.74,Closed,iem
e812b90d-30c6-4484-8846-dbf1764cff3e,Campfire Audio Ara,141.68,118.41,4.71,Closed,iem
fd52dcd8-7d99-43ab-ae73-9b3de38bc49a,Campfire Audio Atlas,134.85,117.42,18.06,Closed,iem
4d641e0b-fde8-4431-886b-3eb837e77cbb,Campfire Audio Cascade 2T Dampfer,119.05,105.55,44.69,Closed,full
f8a1a477-1e64-4752-8230-54ff6f6d1253,Campfire Audio Cascade 3T Dampfer,118.92,105.42,44.69,Closed,full
04fa13e4-410a-45f8-bfee-6057596ad1ea,Campfire Audio Cascade 4T Dampfer,118.22,104.72,44.69,Closed,full
eb658ae0-4581-4299-a73a-c8989fd97c93,Campfire Audio Cascade No Dampfer,118.87,105.37,44.69,Closed,full
74b44d34-d3f6-46b4-b7f7-0e6d92ffcbdd,Campfire Audio Comet,126.4,115.04,73.08,Closed,iem
fd0dde95-1e65-4bc1-8f21-9bd1a42eda4b,Campfire Audio IO,137.42,120.2,18.97,Closed,iem
bb96d7ac-9958-4a5c-b386-2646b4fe0463,Campfire Audio Jupiter,138.27,121.92,23.18,Closed,iem
edb77b54-6f9e-415a-84f6-0cfbcd1f345b,Campfire Audio Orion,137.04,121.18,25.92,Closed,iem
680008af-a71a-4e34-baba-26d4ecfadcc7,Campfire Audio Polaris,136.19,118.07,15.41,Closed,iem
1366ce49-bec4-4da9-bc75-81154bb00af2,Campfire Audio Saber,134.36,114.03,9.27,Closed,iem
b299c1be-a8d3-450e-9b56-8821e41ffad3,Campfire Audio Solaris,144.07,122.39,6.8,Closed,iem
a2bdb28f-471e-4ee7-9239-919268f99d5a,Campfire Audio Solaris 2020,144.33,122.01,5.86,Closed,iem
02444cbc-f410-42d9-bef9-73a208c1c62f,Campfire Audio Solaris Limited,144.64,122.28,5.8,Closed,iem
fc47c8b7-b229-4c10-9bb6-5cae7b4c618b,Cardas EM5813,134.98,119.98,31.67,Closed,iem
298e96d0-8635-4f94-9caa-2bc5bd8388c5,CCA A10,137.26,121.46,26.35,Closed,iem
dbed0c4f-fa1f-4054-9633-52264a82e828,Coloud Colors C22M,121.9,107.5,36.28,Closed,earpad
1aa635ed-de2a-401f-bad5-047bf4020632,Coloud NHL Chicago Blackhawks,122.76,108.26,35.51,Closed,earpad
8b829ad5-4bc8-4583-ab6c-db491b2377a2,Creative Aurvana Gold,107.75,96.98,83.82,Closed,full
51b73086-43c1-4ae0-8212-bf6af8356f14,Creative Aurvana In-Ear2,128.44,115.75,53.76,Closed,iem
9444f2c5-81e5-4ecf-90d4-eae05b9bc5c5,Creative Aurvana Live!2,109.55,94.99,34.99,Closed,full
4c7d24ef-7330-4a5c-bbfc-0d278836eb57,Creative Aurvana Platinum,107.25,96.93,92.71,Closed,full
85f892d3-6302-4800-bd6c-29f70f990763,Creative Aurvana Trio,128.82,110.33,14.19,Closed,iem
adb8e5ff-8530-41af-9e44-1310c832da1e,Creative EP-600,124.46,107.02,18.05,Closed,iem
5708783a-ff8f-49aa-9359-20d6ae84aea5,Creative EP-630,130.13,112.6,17.67,Closed,iem
2f9142b3-df95-47b7-b32e-a0dd1b7b3f2e,Creative HS-930 i2,123.81,106.2,17.36,Closed,iem
5c79f00d-d6f5-4f48-a0b9-45dc71fc38bb,Creative In-Ear 3,133.95,119.82,38.62,Closed,iem
492a3d78-705b-481f-9622-8f9a8d281370,Creative MA 200,121.34,106.39,32.05,Closed,iem
d2c646c2-c737-4882-b6e1-ab1423a4ab88,Creative SoundBlaster EVO Zx,115.83,101.11,33.73,Closed,full
68327723-bb18-4a66-80ce-9bafb8368691,CyberHome KUBT 803,122.6,103.68,12.81,Open,full
e0c84825-0cd1-4945-9f02-c25d80176ac1,Cyclone PR2,129.21,113.21,25.16,Closed,iem
d688aa39-3e3c-4fb5-b661-742dd464b1c4,Dali IO-6 Wire,109.26,104.24,314.74,Closed,full
a71af185-8f53-4209-bb09-98224ee21ac6,Dan Clark Audio Aeon Flow 2 Closed,104.9,86.48,14.38,Closed,full
3053befa-ea57-42bb-aa3f-857b464703b7,Dan Clark Audio AEON Flow Closed,107.88,89.25,13.73,Closed,full
20689778-8dda-4b3c-b6a5-12f9fa31c5d4,Dan Clark Audio AEON RT Dekoni Elite Fenestrated,104.45,85.5,12.73,Closed,full
1af302eb-81c0-4b18-88ff-b62fb89d7f6b,Dan Clark Audio AEON RT Dekoni Elite Hybrid,104.72,85.77,12.73,Closed,full
c9f446e0-c7dc-4678-a6f0-6570fe3c0bb6,Dan Clark Audio AEON RT Dekoni Elite Sheepskin,107.98,89.03,12.73,Closed,full
1ab9b3e6-cc8c-45e7-b0e4-5839f6b01b01,Dan Clark Audio AEON RT Mod,107.58,88.63,12.73,Closed,full
8b7700b2-3eaf-4c4d-ba8d-22b0fe22dfc1,Dan Clark Audio Expanse,98.85,83.01,26.1,Semi-open,full
41ef8f8b-fbce-44ba-8527-dd29edb7c64c,Denon AH-A100,119.65,104.51,30.6,Closed,full
40fb25b9-726a-4428-a519-e82d6accf807,Denon AH-C751,125.14,107.81,18.49,Closed,iem
18169dde-bd84-4bcb-b84c-7f8558d03a7f,Denon AH-D1001,112.86,97.82,31.34,Closed,full
4c3c1e06-96aa-4197-9915-f327744d9099,Denon AH-D1100,116.4,101.12,29.7,Closed,full
e60cc879-bafe-4ddf-a890-a3611b1c9af7,Denon AH-D2000,114.27,98.2,24.7,Closed,full
30b07bf4-6584-4458-bbd7-f36614cfb6af,Denon AH-D2000 Snorry Mod,115.83,99.52,23.35,Closed,full
3daf55d3-fe72-49c8-9682-d796927d6683,Denon AH-D5000,113.34,97.2,24.34,Closed,full
1da1a553-2f89-4d9f-88ab-70a98ad7dd13,Denon AH-D5200,117.23,101.35,25.87,Closed,full
513fdc7f-a130-41f6-bae1-9e676598af01,Denon AH-D7000,115.55,99.56,25.21,Closed,full
5bd84dce-ec38-442b-935f-8da963c904ed,Denon AH-D7100,111.78,96.52,29.8,Closed,full
923989f0-5430-4d3d-be39-e52acbbcf2fe,Denon AH-D7200,117.87,102.11,26.53,Closed,full
2f735f28-e474-4e53-b706-e519a122a103,Denon AH-D9200,119.59,103.37,23.84,Closed,full
0e8c78ec-7039-4e51-9fbb-23876cc36acb,Denon AH-MM200,124.13,109.94,38.12,Closed,earpad
7a9c1967-f7db-4344-8964-ac0e7daafa98,Denon AH-MM300,116.69,101.97,33.71,Closed,earpad
248db892-b4aa-4955-80fb-b1afbb56dbc8,Denon AH-MM400,111.95,97.2,33.45,Closed,full
f0f8285a-9ff2-4b97-bab0-fd29f8d2c311,Dexp BT212 Wire,118.16,103.76,36.26,Closed,earpad
b18c17f6-144b-431f-83f0-09811383024d,DITA Audio Dream,124.82,107.28,17.63,Closed,iem
3c2cc48e-1340-4b19-8aee-19ccf31776ae,DITA Audio The Answer,126.81,108.95,16.37,Closed,iem
e277eba0-b76e-4db3-bb68-4270ee16035b,DIY COM3,105.14,90.3,32.78,Closed,full
c4037270-3ff2-468d-a67d-cdc08f3b750b,DIY Jade 3 Off-Off,128.77,111.36,18.14,Closed,iem
af6997c6-32de-43d5-ae2f-c7a784630652,DIY Jade 3 Off-On,131.44,113.51,16.09,Closed,iem
e95fc7a8-b221-4e2f-ac7d-5f27da47f1cd,DIY Jade 3 On-Off,130.17,112.52,17.16,Closed,iem
e6a76d71-fef7-44a8-98d2-d0976dc8a741,DIY Jade 3 On-On,131.91,113.83,15.55,Closed,iem
9f5b6450-73cd-4c74-8787-1535e8089cc5,DIY MDR-XB950AP-Beyerdynamic DT250,106.63,100.8,261.54,Closed,full
fac3f6ca-6ef8-492d-9c31-14c4b8bf8353,Dope Audio Acid,119.27,102.52,21.13,Open,iem
ef1de7d4-61d0-4c40-b498-866d9b1c1597,Dope Audio Lucid,116.99,100.11,20.56,Closed,iem
de8b58d2-d050-4ba7-994b-530be8e144bd,Dope Audio Pure,117.14,100.2,20.21,Closed,iem
1b351614-c6f1-45a8-8403-97c2ac433dac,Dunu Crius (DN13),128.66,117.32,73.55,Closed,iem
4a6b7682-7e3d-440f-b6fd-282466cc7e05,Dunu DK-2001,134.66,115.47,12.06,Closed,iem
